[from, to, relation, date]
["71477117859", "92132521081", "SPOUSE", "1997-03-08"]
["47674564865", "42043377667", "OFFSPRING", "1979-04-05"]
["51074823863", "56564771843", "OFFSPRING", "2016-06-29"]
["75311164356", "56564771843", "SIBLING", "2008-10-22"]
["92637325775", "65024499608", "SPOUSE", "1974-12-05"]
["22824903205", "97321613111", "SPOUSE", "1987-11-08"]
["90792622874", "36191272611", "SIBLING", "1978-07-11"]
["88999167612", "85113697370", "SPOUSE", "2005-09-20"]
["18536238376", "68243571508", "SPOUSE", "2003-07-28"]
["21840356076", "97224291214", "SPOUSE", "2019-12-08"]
["93325550487", "82526933183", "OFFSPRING", "2016-04-06"]
["33553765741", "55789494292", "SPOUSE", "1980-09-15"]
["89099625554", "69191273419", "SIBLING", "1980-04-03"]
["90792622874", "97321613111", "SPOUSE", "1996-01-25"]
["76468328120", "80309559746", "OFFSPRING", "1972-09-10"]
["36763226184", "42167291116", "SPOUSE", "2007-09-01"]
["16867894969", "55789494292", "SPOUSE", "2005-12-27"]
["46091309461", "97224291214", "SPOUSE", "1992-04-25"]
["51352605215", "65024499608", "PARENT", "2006-02-08"]
["51352605215", "61082455547", "OFFSPRING", "1997-02-16"]
["62682190910", "51481148599", "SPOUSE", "2017-06-15"]
["33553765741", "46730468386", "SPOUSE", "2013-11-25"]
["92637325775", "75670892400", "SPOUSE", "2013-02-08"]
["51481148599", "85113697370", "PARENT", "1996-05-30"]
["56564771843", "72309449583", "SPOUSE", "1987-11-05"]
["36763226184", "40119347287", "PARENT", "1983-09-18"]
["99015504057", "93325550487", "SIBLING", "1978-05-13"]
["82526933183", "36405577647", "SPOUSE", "1971-05-31"]
["48070356279", "85113697370", "SIBLING", "2010-01-18"]
["85113697370", "68457066061", "SIBLING", "1981-11-18"]
["67320326336", "31937916488", "SPOUSE", "1999-06-19"]
["30937646422", "97321613111", "SPOUSE", "2003-06-24"]
["97321613111", "89501156330", "SPOUSE", "1985-03-04"]
["55059926183", "87118262521", "SPOUSE", "2012-07-15"]
["90208511396", "10318184959", "SPOUSE", "2019-02-14"]
["81041355243", "89099625554", "PARENT", "2010-06-23"]
["19652613981", "19081257821", "SIBLING", "1990-05-16"]
["22319008932", "90857258083", "PARENT", "1995-09-08"]
["86778582069", "46730468386", "SIBLING", "2008-10-19"]
["89501156330", "21840356076", "SPOUSE", "1998-01-19"]
["46730468386", "71477117859", "PARENT", "2015-01-18"]
["69448536714", "92132521081", "SIBLING", "2001-06-04"]
["49737196131", "40119347287", "SIBLING", "1987-11-30"]
["49737196131", "81041355243", "PARENT", "1988-02-05"]
["69191273419", "56564771843", "SPOUSE", "2012-06-22"]
["90766043717", "74538292115", "PARENT", "2017-03-09"]
["69568323150", "80309559746", "OFFSPRING", "2014-11-02"]
["71477117859", "16867894969", "PARENT", "1975-09-05"]
["68457066061", "15292535857", "SIBLING", "2019-04-19"]
["90766043717", "89099625554", "SPOUSE", "2007-10-25"]
["90857258083", "68457066061", "OFFSPRING", "1978-10-04"]
["92132521081", "86491215045", "SIBLING", "1985-12-17"]
["81041355243", "74538292115", "SIBLING", "1996-09-22"]
["31744245149", "77888219035", "SIBLING", "1985-03-12"]
["51352605215", "51481148599", "OFFSPRING", "2004-06-04"]
["71477117859", "64675292699", "SPOUSE", "1987-11-13"]
["22319008932", "69191273419", "OFFSPRING", "1974-04-30"]
["31937916488", "68457066061", "SIBLING", "2018-10-11"]
["10318184959", "15003722057", "SPOUSE", "2002-01-08"]
["51074823863", "19769920845", "SPOUSE", "2001-06-10"]
["45892798683", "85113697370", "SPOUSE", "1986-10-06"]
["15292535857", "27829673848", "SPOUSE", "2013-10-17"]
["93325550487", "60998193625", "PARENT", "1978-11-26"]
["77132792314", "86491215045", "PARENT", "1999-08-11"]
["33471662463", "80309559746", "SIBLING", "1972-07-12"]
["90766043717", "31744245149", "SIBLING", "2007-05-14"]
["67320326336", "90857258083", "PARENT", "1996-11-25"]
["69448536714", "36191272611", "SPOUSE", "2007-09-08"]
["69448536714", "68457066061", "SIBLING", "1970-01-19"]
["16867894969", "58814184889", "SPOUSE", "2010-03-22"]
["16867894969", "71477117859", "OFFSPRING", "1975-09-05"]
["92132521081", "76465777888", "SPOUSE", "2001-09-29"]
["62682190910", "46730468386", "SPOUSE", "1990-12-13"]
["72309449583", "68457066061", "SPOUSE", "2007-09-20"]
["55059926183", "51352605215", "PARENT", "2014-02-20"]
["86491215045", "82526933183", "SPOUSE", "2003-05-25"]
["49737196131", "10318184959", "SPOUSE", "2018-07-28"]
["68243571508", "67245716854", "SIBLING", "2013-12-12"]
["90766043717", "75311164356", "SIBLING", "1970-04-29"]
["95975015130", "97224291214", "SIBLING", "1978-07-07"]
["19652613981", "22319008932", "PARENT", "2019-09-19"]
["97321613111", "81041355243", "OFFSPRING", "1981-08-23"]
["10318184959", "84320556439", "PARENT", "1978-07-07"]
["87474057898", "46519294740", "SIBLING", "2005-09-19"]
["90766043717", "55059926183", "PARENT", "1980-09-20"]
["33553765741", "93395191107", "PARENT", "1987-09-02"]
["87474057898", "90792622874", "SIBLING", "1982-12-29"]
["81479111671", "87474057898", "OFFSPRING", "1972-08-21"]
["10318184959", "40119347287", "OFFSPRING", "1999-09-25"]
["95975015130", "92637325775", "SIBLING", "1995-04-14"]
["50534322010", "76465777888", "PARENT", "1983-03-08"]
["60998193625", "51481148599", "PARENT", "2003-07-21"]
["19769920845", "75670892400", "SPOUSE", "1990-03-13"]
["31937916488", "51074823863", "SPOUSE", "1989-09-19"]
["87474057898", "33446405930", "SPOUSE", "2003-05-11"]
["40379122367", "72309449583", "SIBLING", "2003-11-06"]
["45892798683", "62682190910", "SPOUSE", "2015-07-18"]
["46519294740", "69191273419", "OFFSPRING", "1989-10-28"]
["55059926183", "15292535857", "OFFSPRING", "1970-09-13"]
["42043377667", "87474057898", "SIBLING", "1977-09-02"]
["95975015130", "58814184889", "SPOUSE", "1972-03-23"]
["81479111671", "40119347287", "SIBLING", "2015-07-14"]
["82526933183", "97224291214", "SIBLING", "1993-05-11"]
["55789494292", "51352605215", "SPOUSE", "1997-04-08"]
["19952263664", "72309449583", "SIBLING", "1971-11-11"]
["86778582069", "42167291116", "SPOUSE", "1981-09-16"]
["33553765741", "42167291116", "SPOUSE", "1972-12-27"]
["90766043717", "76465777888", "PARENT", "1995-11-21"]
["68243571508", "70232533224", "SPOUSE", "1984-12-18"]
["42043377667", "47674564865", "PARENT", "1979-04-05"]
["80309559746", "90766043717", "SIBLING", "2010-10-29"]
["57074933189", "90792622874", "PARENT", "1999-02-02"]
["93395191107", "84320556439", "PARENT", "1999-08-22"]
["89501156330", "75311164356", "SPOUSE", "2018-05-03"]
["58814184889", "95975015130", "SPOUSE", "1972-03-23"]
["36405577647", "77888219035", "OFFSPRING", "1999-12-03"]
["62682190910", "42167291116", "PARENT", "2015-08-17"]
["16867894969", "77888219035", "OFFSPRING", "2015-03-02"]
["57074933189", "75899312417", "SIBLING", "1977-09-07"]
["30422525320", "33553765741", "SPOUSE", "1979-03-01"]
["69448536714", "21840356076", "PARENT", "2015-11-23"]
["22319008932", "57074933189", "PARENT", "1982-08-27"]
["22319008932", "31190689286", "SPOUSE", "1979-05-08"]
["48070356279", "46519294740", "SIBLING", "1975-04-22"]
["46519294740", "11825927551", "OFFSPRING", "2013-08-01"]
["51352605215", "77888219035", "SPOUSE", "2007-09-18"]
["74538292115", "58814184889", "PARENT", "2009-02-24"]
["30937646422", "77888219035", "OFFSPRING", "1976-08-05"]
["76468328120", "69568323150", "OFFSPRING", "1971-12-14"]
["60998193625", "46730468386", "SIBLING", "2012-05-08"]
["85113697370", "36191272611", "SPOUSE", "1996-11-22"]
["15003722057", "69448536714", "SIBLING", "1982-04-30"]
["68457066061", "51481148599", "OFFSPRING", "1976-05-10"]
["31744245149", "87179915573", "SIBLING", "2013-01-23"]
["90208511396", "92637325775", "PARENT", "2006-05-06"]
["75899312417", "31190689286", "SPOUSE", "2019-08-27"]
["75899312417", "46091309461", "SPOUSE", "1970-02-27"]
["87179915573", "36191272611", "SIBLING", "2002-05-01"]
["46730468386", "33553765741", "SPOUSE", "2013-11-25"]
["97224291214", "30937646422", "OFFSPRING", "2016-07-03"]
["27829673848", "95975015130", "OFFSPRING", "1978-08-19"]
["86491215045", "10318184959", "SPOUSE", "1998-04-13"]
["87118262521", "60998193625", "SIBLING", "2009-03-15"]
["75670892400", "92132521081", "SIBLING", "2012-04-15"]
["81041355243", "51352605215", "SPOUSE", "2013-03-25"]
["82526933183", "88999167612", "SPOUSE", "1993-12-14"]
["16867894969", "46519294740", "SPOUSE", "2018-04-10"]
["62682190910", "93395191107", "SIBLING", "1987-02-15"]
["85113697370", "21840356076", "SIBLING", "2004-07-05"]
["47674564865", "51481148599", "OFFSPRING", "2011-11-20"]
["42167291116", "80309559746", "SPOUSE", "1989-12-18"]
["75311164356", "19952263664", "SPOUSE", "1978-07-06"]
["68457066061", "97224291214", "PARENT", "2010-09-22"]
["36763226184", "27829673848", "OFFSPRING", "2003-11-16"]
["88999167612", "15292535857", "SPOUSE", "2008-03-19"]
["60998193625", "55789494292", "SPOUSE", "2013-07-11"]
["90208511396", "99015504057", "SIBLING", "2002-04-05"]
["80309559746", "18536238376", "SPOUSE", "1977-12-16"]
["33471662463", "92637325775", "PARENT", "1989-05-16"]
["56564771843", "76465777888", "OFFSPRING", "1987-07-20"]
["86491215045", "40119347287", "OFFSPRING", "1976-09-21"]
["86778582069", "36405577647", "SIBLING", "1977-02-13"]
["10318184959", "65024499608", "PARENT", "1997-08-26"]
["49737196131", "45892798683", "SPOUSE", "2006-04-03"]
["42167291116", "27829673848", "PARENT", "1975-03-11"]
["19769920845", "46730468386", "SIBLING", "2018-06-14"]
["46730468386", "36405577647", "SIBLING", "1979-05-15"]
["16867894969", "81041355243", "SIBLING", "1975-11-19"]
["51074823863", "85113697370", "SIBLING", "1978-08-01"]
["70232533224", "16867894969", "SPOUSE", "2014-11-14"]
["10969146971", "46519294740", "SIBLING", "2014-11-10"]
["68243571508", "18536238376", "SPOUSE", "2003-07-28"]
["49737196131", "88999167612", "OFFSPRING", "2012-05-19"]
["77132792314", "50534322010", "SIBLING", "1996-05-03"]
["42043377667", "71477117859", "OFFSPRING", "1979-08-21"]
["84320556439", "87118262521", "SIBLING", "1978-07-07"]
["51074823863", "49737196131", "PARENT", "1970-03-16"]
["30422525320", "84320556439", "OFFSPRING", "1972-09-28"]
["68457066061", "46091309461", "PARENT", "1984-06-15"]
["67245716854", "31190689286", "SIBLING", "1990-10-01"]
["67320326336", "19952263664", "OFFSPRING", "1995-09-14"]
["72309449583", "56564771843", "SPOUSE", "1987-11-05"]
["16867894969", "19652613981", "SPOUSE", "1990-02-06"]
["51352605215", "21840356076", "SPOUSE", "1973-05-29"]
["56564771843", "75311164356", "SIBLING", "2008-10-22"]
["46730468386", "51352605215", "PARENT", "1982-04-29"]
["51074823863", "31937916488", "SPOUSE", "1989-09-19"]
["22319008932", "87474057898", "SIBLING", "1997-01-14"]
["70232533224", "76465777888", "SPOUSE", "1991-04-02"]
["93395191107", "15292535857", "OFFSPRING", "1998-02-02"]
["92132521081", "69448536714", "SIBLING", "2001-06-04"]
["76465777888", "57074933189", "SPOUSE", "2010-10-15"]
["87118262521", "68243571508", "SPOUSE", "2003-03-03"]
["69568323150", "87474057898", "SIBLING", "1993-12-26"]
["69568323150", "75670892400", "SPOUSE", "1997-01-08"]
["88999167612", "70232533224", "SPOUSE", "2017-10-05"]
["90857258083", "82410881555", "OFFSPRING", "2014-10-16"]
["68457066061", "70232533224", "SIBLING", "2005-07-22"]
["68243571508", "30937646422", "OFFSPRING", "1970-06-05"]
["11825927551", "72309449583", "OFFSPRING", "1972-01-07"]
["30937646422", "76468328120", "OFFSPRING", "2017-02-07"]
["60998193625", "69448536714", "OFFSPRING", "1979-04-26"]
["67245716854", "86491215045", "OFFSPRING", "1982-12-07"]
["68457066061", "42043377667", "SIBLING", "1991-10-24"]
["71477117859", "68243571508", "PARENT", "1975-11-22"]
["39778750260", "56564771843", "OFFSPRING", "2009-02-17"]
["56564771843", "87179915573", "SIBLING", "1990-04-10"]
["33553765741", "57074933189", "SPOUSE", "2011-02-18"]
["40119347287", "65024499608", "OFFSPRING", "1995-01-22"]
["97321613111", "22319008932", "SPOUSE", "1979-07-29"]
["90857258083", "19652613981", "OFFSPRING", "1985-03-25"]
["90792622874", "81729767675", "SIBLING", "1975-10-20"]
["80309559746", "19952263664", "SIBLING", "1980-11-26"]
["33471662463", "71477117859", "PARENT", "1970-11-13"]
["87179915573", "15292535857", "SIBLING", "1984-07-02"]
["93325550487", "93395191107", "PARENT", "1986-12-10"]
["89501156330", "62682190910", "SIBLING", "2001-11-20"]
["19652613981", "59095165555", "SPOUSE", "1975-12-22"]
["46091309461", "90766043717", "OFFSPRING", "1987-11-06"]
["31744245149", "58814184889", "PARENT", "1998-04-12"]
["46091309461", "31190689286", "PARENT", "2010-06-07"]
["84320556439", "95975015130", "PARENT", "2001-06-14"]
["90766043717", "33553765741", "SIBLING", "2007-03-21"]
["51074823863", "97321613111", "SPOUSE", "2011-04-29"]
["51481148599", "69191273419", "SIBLING", "2015-03-27"]
["69191273419", "97321613111", "OFFSPRING", "1981-08-10"]
["69568323150", "68243571508", "SPOUSE", "2005-04-09"]
["49737196131", "15292535857", "SPOUSE", "2006-10-09"]
["46091309461", "45892798683", "SPOUSE", "1978-12-25"]
["90792622874", "69191273419", "SIBLING", "2009-06-08"]
["59095165555", "90857258083", "PARENT", "1998-09-18"]
["30422525320", "69568323150", "SIBLING", "1982-09-14"]
["31937916488", "21840356076", "SPOUSE", "2005-01-07"]
["75899312417", "70232533224", "SPOUSE", "2010-09-22"]
["40379122367", "57074933189", "PARENT", "1982-08-04"]
["40119347287", "36405577647", "OFFSPRING", "2008-07-23"]
["49737196131", "36763226184", "PARENT", "2007-09-03"]
["65024499608", "90792622874", "PARENT", "1983-08-18"]
["33446405930", "77888219035", "SIBLING", "2009-11-18"]
["93395191107", "90766043717", "SPOUSE", "2004-07-29"]
["51352605215", "80309559746", "SPOUSE", "2016-10-27"]
["19952263664", "67320326336", "PARENT", "1995-09-14"]
["97321613111", "30937646422", "SPOUSE", "2003-06-24"]
["36405577647", "10969146971", "SPOUSE", "1980-04-11"]
["87118262521", "55059926183", "SPOUSE", "2012-07-15"]
["82526933183", "93325550487", "PARENT", "2016-04-06"]
["76468328120", "62682190910", "SPOUSE", "2008-05-17"]
["45892798683", "30422525320", "PARENT", "1970-10-28"]
["87118262521", "90208511396", "SPOUSE", "2013-09-04"]
["40119347287", "76465777888", "PARENT", "2016-06-23"]
["36191272611", "84320556439", "SIBLING", "2017-03-22"]
["75670892400", "92637325775", "SPOUSE", "2013-02-08"]
["72309449583", "21840356076", "SPOUSE", "2015-01-22"]
["90857258083", "90792622874", "SPOUSE", "1983-12-11"]
["70232533224", "68243571508", "SPOUSE", "1984-12-18"]
["64675292699", "27829673848", "SPOUSE", "1978-02-04"]
["93325550487", "84320556439", "SIBLING", "2009-10-25"]
["46519294740", "39778750260", "SPOUSE", "2004-03-28"]
["97224291214", "70232533224", "SIBLING", "2012-02-08"]
["65024499608", "19652613981", "SIBLING", "2005-11-01"]
["19081257821", "90792622874", "SIBLING", "1985-03-20"]
["69568323150", "51074823863", "SPOUSE", "1983-01-24"]
["46730468386", "74538292115", "OFFSPRING", "1980-06-01"]
["90208511396", "77888219035", "OFFSPRING", "2018-05-14"]
["97321613111", "46519294740", "SIBLING", "2010-06-06"]
["85113697370", "67245716854", "SIBLING", "2009-04-05"]
["89501156330", "68243571508", "SIBLING", "1985-10-07"]
["81041355243", "95975015130", "SPOUSE", "1976-07-30"]
["21840356076", "46519294740", "PARENT", "2003-01-05"]
["42043377667", "80309559746", "PARENT", "1984-05-26"]
["72309449583", "22319008932", "SIBLING", "1979-01-24"]
["16867894969", "75899312417", "SPOUSE", "1998-06-25"]
["36191272611", "42043377667", "PARENT", "2015-03-17"]
["15292535857", "50534322010", "PARENT", "1995-06-30"]
["59095165555", "36763226184", "OFFSPRING", "1978-11-30"]
["93395191107", "93325550487", "OFFSPRING", "1986-12-10"]
["67245716854", "40119347287", "PARENT", "1977-04-25"]
["90766043717", "80309559746", "SIBLING", "2010-10-29"]
["97224291214", "19952263664", "SPOUSE", "1979-06-04"]
["19652613981", "16867894969", "SPOUSE", "1990-02-06"]
["47674564865", "15003722057", "SPOUSE", "1985-10-29"]
["80309559746", "67245716854", "PARENT", "1997-02-23"]
["19952263664", "64675292699", "SPOUSE", "1972-04-24"]
["71477117859", "75670892400", "SIBLING", "2011-02-22"]
["69191273419", "93325550487", "SIBLING", "1996-01-22"]
["45892798683", "48070356279", "SPOUSE", "1971-11-15"]
["64675292699", "45892798683", "SPOUSE", "1970-01-15"]
["76465777888", "40119347287", "OFFSPRING", "2016-06-23"]
["64675292699", "93325550487", "SPOUSE", "2015-05-27"]
["55059926183", "92637325775", "SPOUSE", "1974-10-20"]
["82410881555", "99015504057", "SIBLING", "2004-12-03"]
["55789494292", "71477117859", "SPOUSE", "2007-01-23"]
["64675292699", "22824903205", "SIBLING", "2010-05-26"]
["97321613111", "19081257821", "SIBLING", "2012-05-19"]
["90792622874", "36763226184", "SPOUSE", "1998-12-12"]
["76468328120", "60998193625", "SIBLING", "1983-10-31"]
["36405577647", "86778582069", "SIBLING", "1977-02-13"]
["42043377667", "99015504057", "SPOUSE", "2010-12-31"]
["36191272611", "85113697370", "SPOUSE", "1996-11-22"]
["68457066061", "85113697370", "SIBLING", "1981-11-18"]
["10318184959", "69448536714", "SPOUSE", "1986-01-29"]
["70232533224", "75670892400", "PARENT", "2008-03-15"]
["57074933189", "19652613981", "SPOUSE", "1970-01-24"]
["22319008932", "27829673848", "SPOUSE", "2010-11-12"]
["50534322010", "69568323150", "PARENT", "2016-02-20"]
["81729767675", "48070356279", "PARENT", "1972-10-28"]
["59095165555", "88999167612", "SIBLING", "1992-06-24"]
["62682190910", "80309559746", "OFFSPRING", "2017-08-01"]
["45892798683", "81479111671", "SPOUSE", "1978-05-25"]
["51481148599", "90857258083", "OFFSPRING", "1972-05-15"]
["88999167612", "82526933183", "SPOUSE", "1993-12-14"]
["68243571508", "97321613111", "SIBLING", "1975-08-01"]
["75670892400", "82410881555", "OFFSPRING", "2017-07-05"]
["75899312417", "81729767675", "SIBLING", "2002-08-13"]
["51481148599", "15292535857", "SPOUSE", "2015-07-20"]
["39778750260", "76468328120", "SIBLING", "1984-02-05"]
["40379122367", "69448536714", "PARENT", "1979-01-05"]
["68457066061", "90766043717", "SIBLING", "1980-03-26"]
["10318184959", "30422525320", "SPOUSE", "1995-01-05"]
["15292535857", "36191272611", "SIBLING", "1998-06-03"]
["30937646422", "19652613981", "SPOUSE", "2012-05-07"]
["60998193625", "89099625554", "SIBLING", "1981-02-15"]
["51481148599", "22824903205", "SPOUSE", "2007-12-16"]
["19952263664", "51352605215", "PARENT", "1996-10-11"]
["71477117859", "74538292115", "SIBLING", "2000-02-10"]
["97224291214", "46091309461", "SPOUSE", "1992-04-25"]
["56564771843", "51074823863", "PARENT", "2016-06-29"]
["84320556439", "55059926183", "SIBLING", "1978-03-15"]
["84320556439", "61082455547", "PARENT", "2016-06-11"]
["84320556439", "36405577647", "SPOUSE", "2000-08-13"]
["97224291214", "90857258083", "OFFSPRING", "1981-03-30"]
["75311164356", "46091309461", "SPOUSE", "1985-06-21"]
["93395191107", "88999167612", "SPOUSE", "2018-12-10"]
["58814184889", "31744245149", "OFFSPRING", "1998-04-12"]
["19769920845", "93395191107", "SIBLING", "1995-05-09"]
["90208511396", "21840356076", "SIBLING", "1983-10-24"]
["65024499608", "19081257821", "OFFSPRING", "2000-05-01"]
["75670892400", "71477117859", "SIBLING", "2011-02-22"]
["87118262521", "77888219035", "SPOUSE", "1992-11-30"]
["71477117859", "46730468386", "OFFSPRING", "2015-01-18"]
["19769920845", "69568323150", "PARENT", "1992-08-27"]
["36405577647", "46519294740", "OFFSPRING", "1988-10-25"]
["81479111671", "95975015130", "SPOUSE", "1993-04-19"]
["92637325775", "95975015130", "SIBLING", "1995-04-14"]
["36191272611", "19769920845", "PARENT", "1989-05-17"]
["10969146971", "10318184959", "OFFSPRING", "1990-10-18"]
["68243571508", "36191272611", "SPOUSE", "2012-02-09"]
["82526933183", "40119347287", "OFFSPRING", "1993-08-05"]
["42043377667", "61082455547", "PARENT", "2010-07-31"]
["84320556439", "55789494292", "SIBLING", "1980-09-28"]
["64675292699", "42043377667", "OFFSPRING", "2000-01-01"]
["59095165555", "81729767675", "SPOUSE", "1979-06-29"]
["82410881555", "46730468386", "PARENT", "2005-05-27"]
["89099625554", "15292535857", "OFFSPRING", "1999-05-21"]
["69191273419", "15292535857", "PARENT", "1988-05-06"]
["74538292115", "81041355243", "SIBLING", "1996-09-22"]
["89099625554", "46091309461", "OFFSPRING", "1979-11-04"]
["90857258083", "39778750260", "SPOUSE", "1976-05-04"]
["46730468386", "51074823863", "OFFSPRING", "1987-09-27"]
["46730468386", "99015504057", "SIBLING", "2019-06-04"]
["31190689286", "95975015130", "SPOUSE", "1974-10-16"]
["70232533224", "51074823863", "SIBLING", "1984-07-22"]
["55059926183", "10969146971", "SPOUSE", "1991-02-17"]
["30937646422", "90792622874", "SPOUSE", "2007-03-27"]
["62682190910", "74538292115", "SPOUSE", "1970-10-07"]
["11825927551", "33553765741", "SPOUSE", "1970-08-23"]
["31937916488", "92132521081", "SIBLING", "2011-05-30"]
["36405577647", "19652613981", "SIBLING", "2009-06-24"]
["99015504057", "36763226184", "SPOUSE", "1998-04-29"]
["87474057898", "81041355243", "SIBLING", "2000-08-18"]
["75899312417", "45892798683", "SIBLING", "1977-03-11"]
["84320556439", "68243571508", "SPOUSE", "2011-11-11"]
["55789494292", "16867894969", "SPOUSE", "2005-12-27"]
["18536238376", "89099625554", "PARENT", "1986-08-27"]
["18536238376", "62682190910", "SPOUSE", "2013-03-20"]
["19081257821", "16867894969", "PARENT", "1972-10-16"]
["97321613111", "82410881555", "SIBLING", "2004-09-13"]
["75311164356", "31190689286", "OFFSPRING", "1987-10-02"]
["31937916488", "90208511396", "OFFSPRING", "1974-04-22"]
["50534322010", "51481148599", "SIBLING", "1974-02-16"]
["30422525320", "47674564865", "SPOUSE", "2001-07-14"]
["77888219035", "45892798683", "SIBLING", "1980-08-10"]
["19952263664", "89501156330", "SPOUSE", "1994-04-14"]
["33471662463", "16867894969", "SIBLING", "2008-10-31"]
["22319008932", "86491215045", "SIBLING", "1977-08-22"]
["51352605215", "46730468386", "OFFSPRING", "1982-04-29"]
["97321613111", "90792622874", "SPOUSE", "1996-01-25"]
["36405577647", "30937646422", "SPOUSE", "2018-08-02"]
["50534322010", "42167291116", "OFFSPRING", "2002-09-27"]
["55059926183", "56564771843", "SIBLING", "1990-03-24"]
["65024499608", "46519294740", "SIBLING", "1971-05-09"]
["31744245149", "92637325775", "SIBLING", "1997-07-25"]
["30422525320", "69448536714", "OFFSPRING", "1999-09-06"]
["21840356076", "39778750260", "SPOUSE", "1987-06-20"]
["93395191107", "19769920845", "SIBLING", "1995-05-09"]
["46519294740", "19652613981", "SIBLING", "1997-03-29"]
["87179915573", "18536238376", "SPOUSE", "1993-03-21"]
["71477117859", "55789494292", "SPOUSE", "2007-01-23"]
["65024499608", "31937916488", "PARENT", "2017-10-10"]
["86778582069", "92132521081", "SPOUSE", "1997-06-02"]
["90857258083", "58814184889", "SPOUSE", "2004-10-01"]
["58814184889", "46730468386", "SPOUSE", "1985-04-19"]
["95975015130", "19081257821", "SIBLING", "2002-07-16"]
["31190689286", "42167291116", "SIBLING", "2011-06-25"]
["19769920845", "57074933189", "SPOUSE", "2015-05-11"]
["51352605215", "55789494292", "SPOUSE", "1997-04-08"]
["11825927551", "15003722057", "SIBLING", "1977-12-24"]
["18536238376", "80309559746", "SPOUSE", "1977-12-16"]
["77132792314", "27829673848", "SIBLING", "1976-05-02"]
["90792622874", "15292535857", "OFFSPRING", "1980-07-02"]
["46519294740", "86778582069", "SIBLING", "2018-11-08"]
["19769920845", "65024499608", "SIBLING", "1970-01-10"]
["70232533224", "55059926183", "SPOUSE", "2011-04-25"]
["15292535857", "39778750260", "SPOUSE", "1970-01-30"]
["69191273419", "70232533224", "SIBLING", "2002-05-21"]
["19952263664", "22319008932", "PARENT", "2018-01-07"]
["70232533224", "46730468386", "SPOUSE", "1977-09-11"]
["75311164356", "97224291214", "SPOUSE", "1995-05-26"]
["42167291116", "30422525320", "SIBLING", "2008-10-10"]
["56564771843", "90208511396", "SIBLING", "1999-06-28"]
["31937916488", "77132792314", "SPOUSE", "2005-10-23"]
["77132792314", "19769920845", "PARENT", "1999-02-05"]
["47674564865", "95975015130", "SPOUSE", "1986-03-16"]
["67245716854", "40379122367", "PARENT", "1989-06-14"]
["90792622874", "90857258083", "SPOUSE", "1983-12-11"]
["93325550487", "69448536714", "SPOUSE", "1982-04-18"]
["31744245149", "19081257821", "SPOUSE", "1998-02-17"]
["36405577647", "49737196131", "SIBLING", "1973-02-08"]
["46730468386", "55059926183", "PARENT", "1991-07-09"]
["42043377667", "55059926183", "SIBLING", "2018-05-10"]
["51352605215", "90208511396", "SPOUSE", "2002-03-26"]
["46730468386", "60998193625", "SIBLING", "2012-05-08"]
["56564771843", "55059926183", "SIBLING", "1990-03-24"]
["80309559746", "90857258083", "SIBLING", "2002-09-20"]
["67245716854", "19769920845", "OFFSPRING", "1999-12-30"]
["16867894969", "33471662463", "SIBLING", "2008-10-31"]
["19952263664", "75311164356", "SPOUSE", "1978-07-06"]
["82526933183", "86491215045", "SPOUSE", "2003-05-25"]
["33553765741", "36405577647", "OFFSPRING", "1971-07-05"]
["31190689286", "57074933189", "SIBLING", "2010-08-31"]
["95975015130", "81041355243", "SPOUSE", "1976-07-30"]
["15292535857", "67245716854", "SPOUSE", "1997-07-02"]
["30422525320", "42167291116", "SIBLING", "2008-10-10"]
["85113697370", "81041355243", "SIBLING", "1970-02-17"]
["57074933189", "36191272611", "SPOUSE", "2002-08-07"]
["70232533224", "90208511396", "SIBLING", "2009-10-07"]
["18536238376", "36405577647", "PARENT", "1986-05-29"]
["80309559746", "10318184959", "PARENT", "2013-05-11"]
["58814184889", "51352605215", "SIBLING", "2016-01-08"]
["15292535857", "68457066061", "SIBLING", "2019-04-19"]
["47674564865", "75311164356", "SPOUSE", "1996-06-04"]
["39778750260", "36191272611", "PARENT", "2005-04-03"]
["15003722057", "42167291116", "SIBLING", "2001-07-27"]
["92637325775", "55059926183", "SPOUSE", "1974-10-20"]
["50534322010", "30937646422", "SIBLING", "1981-10-18"]
["51352605215", "55059926183", "OFFSPRING", "2014-02-20"]
["40119347287", "90766043717", "SIBLING", "2013-04-21"]
["81041355243", "58814184889", "OFFSPRING", "1995-05-06"]
["67245716854", "33446405930", "SPOUSE", "2013-06-26"]
["33553765741", "90208511396", "PARENT", "1975-04-11"]
["64675292699", "51481148599", "SIBLING", "1970-07-05"]
["69191273419", "51481148599", "SIBLING", "2015-03-27"]
["93395191107", "55059926183", "PARENT", "2016-12-09"]
["33446405930", "75311164356", "SIBLING", "1973-02-16"]
["33446405930", "68457066061", "SIBLING", "1986-04-08"]
["86778582069", "76465777888", "SPOUSE", "2013-11-08"]
["36191272611", "90792622874", "SIBLING", "1978-07-11"]
["45892798683", "46091309461", "SPOUSE", "1978-12-25"]
["22319008932", "30937646422", "SIBLING", "1971-01-12"]
["58814184889", "92132521081", "SIBLING", "2015-07-30"]
["55059926183", "45892798683", "SPOUSE", "2005-06-18"]
["87474057898", "19081257821", "OFFSPRING", "1994-10-17"]
["64675292699", "92637325775", "PARENT", "1990-08-18"]
["86491215045", "22824903205", "SIBLING", "1998-07-31"]
